definition.description,definition.solution,severity,asset.display_ipv4_address,port,protocol,asset.host_name,definition.cve
Expired X.509 certificate detected (CVE-2023-77489) on Debian 10 (Buster). The certificate for api.internal signed by DigiCert has expired. Service: Jetty on port 8443/TCP.,Apply the kernel patch provided in CVE-2022-84655 bulletin. Reboot the system after the update.,6.3,10.1.250.195,8443,TCP,nas-10-1-250-195,CVE-2023-86798
CVE-2023-47653: Unpatched expat 5.2.0 on Windows Server 2016. Multiple known CVEs affect this version. An attacker can bypass authentication controls through a race condition in the kernel scheduler. Port: 21/TCP; installed at /etc/nginx/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.1,192.168.1.103,80,TCP,srv-192-168-1-103,CVE-2023-65003
libpng version 3.4.5 on Windows Server 2022 is outdated and affected by CVE-2023-51756. The package contains a known vulnerability that allows an attacker to modify or delete critical system files by exploiting a use-after-free condition. Package location: /usr/lib/ssl/. Port: 80/TCP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.1,10.1.172.221,22,TCP,web-10-1-172-221,CVE-2023-72649
Nginx 8.2.1 on Debian 12 (Bookworm) is affected by a critical RCE vulnerability (CVE-2022-13164). An unauthenticated remote attacker can enumerate internal network hosts by sending a malformed TLS ClientHello. Vulnerable endpoint: /etc/nginx/. Port: 22/TCP.,Update Jetty to the latest version (1.1.0). Restrict network access to port 9090 from untrusted networks.,8.6,10.0.58.18,80,TCP,srv-10-0-58-18,
CVE-2023-46721: Unpatched curl 1.3.7 on Windows 10 Enterprise. Multiple known CVEs affect this version. An attacker can read sensitive memory contents through improper bounds checking. Port: 21/TCP; installed at /etc/snmp/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,3.3,192.168.2.239,22,TCP,ws-192-168-2-239,CVE-2023-32950
"Stack-based buffer overflow in Linux kernel (version 6.0.0) on Debian 11 (Bullseye) — CVE-2021-63636. The vulnerability exists in the copy_from_user call at /var/lib/mysql/, enabling an attacker to escalate privileges to SYSTEM or root.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.5,192.168.10.155,445,TCP,app-192-168-10-155,
Unbound 1.3.7 on CentOS 7 allows unauthenticated zone transfers (CVE-2020-46698). An attacker can perform a full DNS zone transfer by exploiting a use-after-free condition to perform man-in-the-middle attacks. Configuration file: /usr/local/bin/. Port: 53/UDP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.1,192.168.1.2,53,UDP,ws-192-168-1-2,
"Blind SQL injection in Tomcat (1.3.7) on Debian 11 (Bullseye) (CVE-2022-48086). The 'ref' query parameter is not parameterized in /home/user/.ssh/, enabling an attacker to enumerate internal network hosts. Database: SQLite; port 8080/TCP.",Configure Content-Security-Policy in /var/www/html/ to restrict script sources. Add X-Content-Type-Options: nosniff.,7.3,192.168.2.239,1433,TCP,ws-192-168-2-239,
"Stack-based buffer overflow in Windows NT kernel (version 3.1.2) on Red Hat Enterprise Linux 8 — CVE-2021-80989. The vulnerability exists in the strncpy call at C:\Program Files\, enabling an attacker to execute arbitrary code with elevated privileges.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.9,192.168.10.55,445,TCP,dc-192-168-10-55,CVE-2021-37913
"Lighttpd 9.0.0 on Red Hat Enterprise Linux 9 is configured to accept weak cryptographic ciphers (CVE-2020-65974). Supported suites include NULL ciphers, allowing a MITM attacker to exfiltrate confidential data from the host. Config file: /var/lib/mysql/. Port: 8443/TCP.",Apply HTML entity encoding to user inputs before rendering in templates. Use 'htmlspecialchars()' or equivalent in the application at /etc/openssl/.,6.8,10.2.97.1,443,TCP,gw-10-2-97-1,
CVE-2018-58200: Broadcom WiFi driver on Ubuntu 18.04 LTS fails to validate DMA buffer boundaries (version 9.0.0). An attacker can execute arbitrary code with elevated privileges by exploiting weak entropy in session token generation. Driver path: /var/www/html/; service port 445/TCP.,Enable DNSSEC signing for all zones. Update BIND/Unbound to version 1.1.0 and apply current security advisories.,4.2,10.0.58.18,445,TCP,srv-10-0-58-18,
CVE-2023-64230: Unpatched libssl 6.0.0 on Ubuntu 22.04 LTS. Multiple known CVEs affect this version. An attacker can bypass authentication controls through a race condition in the kernel scheduler. Port: 21/TCP; installed at C:\Windows\System32\.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.8,192.168.2.197,21,TCP,fw-192-168-2-197,
"Deserialization RCE in Apache httpd (3.1.2) on Debian 12 (Bookworm) (CVE-2022-39284). Untrusted user data is deserialized without validation at /usr/share/snmp/, allowing an attacker to enumerate internal network hosts. Port: 9090/TCP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,9.1,192.168.10.27,443,TCP,ws-192-168-10-27,CVE-2022-48780
Weak cipher suite enabled on Fedora 37 running LibreSSL 4.1.3 (CVE-2020-96034). The NULL cipher allows an attacker to escalate privileges to SYSTEM or root by exploiting a use-after-free condition. Port: 443/TCP; config: /etc/openssl/.,Apply HTML entity encoding to user inputs before rendering in templates. Use 'htmlspecialchars()' or equivalent in the application at /etc/mysql/.,6.9,172.16.0.93,8080,TCP,web-172-16-0-93,
Linux kernel 1.1.0 on Debian 10 (Buster) contains a heap-based buffer overflow (CVE-2021-64627). A local or remote attacker can inject malicious payloads into database queries via SQL metacharacter injection in the login form. Affected subsystem: memory allocator. Port: 445/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.5,192.168.1.2,23,TCP,ws-192-168-1-2,CVE-2021-76132
CVE-2022-20494: BoringSSL 3.1.2 on Red Hat Enterprise Linux 9 ships with a vulnerable TLS stack. An attacker through reflected JavaScript payloads in query parameters could escalate privileges to SYSTEM or root. Binaries located at C:\inetpub\wwwroot\. Listening on port 8443/TCP.,Update Lighttpd config to disable SHA1 cipher suites. Use Mozilla SSL Configuration Generator recommendations.,6.8,192.168.10.240,995,TCP,app-192-168-10-240,CVE-2022-80592
CVE-2023-38019: Unpatched bash 8.2.1 on Windows Server 2016. Multiple known CVEs affect this version. An attacker can bypass authentication controls by abusing a misconfigured SNMP community string. Port: 80/TCP; installed at C:\Windows\System32\.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.8,10.1.141.76,80,TCP,print-10-1-141-76,CVE-2023-87250
"Outdated BoringSSL (2.3.1) detected on Windows Server 2019 (CVE-2022-33519). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to perform man-in-the-middle attacks. Port 443/TCP; config at /var/log/.",Update Apache httpd config to disable CBC cipher suites. Use Mozilla SSL Configuration Generator recommendations.,7.0,10.0.220.29,443,TCP,db-10-0-220-29,CVE-2022-44237
"NSS version 3.0.0 on Fedora 37 is affected by CVE-2022-80617. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to exfiltrate confidential data from the host by exploiting weak entropy in session token generation. Affected path: /etc/mysql/. Port: 636/TCP.","Use Windows Update / WSUS to apply KB5025221 and restart the system. Additionally, verify patch 21.",8.7,10.0.186.118,993,TCP,nas-10-0-186-118,
"HTTP Strict Transport Security (HSTS) not enabled on Debian 11 (Bullseye) (Nginx 6.0.0, CVE-2021-31004). Absence of HSTS allows protocol downgrade, enabling attackers to modify or delete critical system files. Server config at /etc/ssh/; port 443/TCP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,4.2,10.1.168.111,8080,TCP,fw-10-1-168-111,CVE-2021-44803
Lighttpd 1.1.0 on CentOS 8 Stream is affected by a critical RCE vulnerability (CVE-2022-81825). An unauthenticated remote attacker can read sensitive memory contents through a race condition in the kernel scheduler. Vulnerable endpoint: /var/lib/mysql/. Port: 80/TCP.,Apply the vendor patch for CVE-2022-62799 immediately. Upgrade Nginx to version 5.2.0 or later.,9.2,192.168.10.42,9090,TCP,fw-192-168-10-42,
"Tomcat 2.3.1 on Windows Server 2022 is configured to accept weak cryptographic ciphers (CVE-2020-99589). Supported suites include EXPORT-grade ciphers, allowing a MITM attacker to inject malicious payloads into database queries. Config file: /var/lib/mysql/. Port: 443/TCP.",Apply input validation and output encoding. Use ORM frameworks to prevent raw SQL injection. Review query at /var/www/html/.,5.6,172.16.0.247,8080,TCP,web-172-16-0-247,
CVE-2022-50405: GnuTLS 4.0.0 on Red Hat Enterprise Linux 8 ships with a vulnerable TLS stack. An attacker through a specially crafted packet could read sensitive memory contents. Binaries located at /etc/apache2/. Listening on port 8443/TCP.,Generate a new CSR and obtain a renewed certificate from s Encrypt. Update the certificate at /etc/nginx/.,6.0,192.168.2.34,8443,TCP,fw-192-168-2-34,CVE-2022-30866
End-of-life libxml2 (1.3.7) installed on Ubuntu 20.04 LTS (CVE-2023-34150). No security patches are available for this version; an attacker can enumerate internal network hosts. Binary path: /srv/www/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.6,192.168.10.27,80,TCP,ws-192-168-10-27,CVE-2023-33941
python3-lib version 7.1.0 on Windows Server 2022 is outdated and affected by CVE-2023-77245. The package contains a known vulnerability that allows an attacker to crash the service and trigger a denial of service by exploiting a use-after-free condition. Package location: /usr/lib/ssl/. Port: 22/TCP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,7.3,10.2.67.136,21,TCP,print-10-2-67-136,CVE-2023-77740
"SUID binary misconfiguration on Windows Server 2022 (CVE-2022-27427). The pkexec binary at /var/lib/mysql/ has incorrect SUID bits, allowing a local user to crash the service and trigger a denial of service via a heap buffer overflow in the DNS response handler. OS: Ubuntu 18.04 LTS; port 135/TCP.","Segment the network using VLANs to isolate critical systems. Restrict inter-VLAN routing with firewall ACLs. Additionally, verify patch 12.",8.1,172.16.0.31,445,TCP,print-172-16-0-31,CVE-2022-21846
CVE-2021-78337: FreeBSD kernel 3.0.0 on Red Hat Enterprise Linux 8 is vulnerable to an integer overflow leading to a buffer overwrite. An attacker can escalate privileges to SYSTEM or root by abusing a misconfigured SNMP community string. Kernel module path: /usr/local/bin/; exposed via port 22/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.0,10.0.220.29,23,TCP,db-10-0-220-29,
"Tomcat 5.2.0 on Windows Server 2016 is vulnerable to reflected XSS (CVE-2021-26127). User-controlled input in the search parameter is rendered without encoding, allowing an attacker to read sensitive memory contents via a heap buffer overflow in the DNS response handler. Application path: /home/user/.ssh/. Port: 8080/TCP.",Apply the vendor patch for CVE-2022-20008 immediately. Upgrade Lighttpd to version 6.0.0 or later.,6.2,10.0.153.83,80,TCP,dc-10-0-153-83,
"The SNMP agent running on Red Hat Enterprise Linux 8 (version 4.0.0) exposes management data without authentication (CVE-2019-31992). SNMPv1/v2c community strings are transmitted in cleartext, enabling a network attacker to escalate privileges to SYSTEM or root. Affected service: Net-SNMP on port 161/UDP.",Upgrade OpenSSL to version 2.1.4 or later. Apply vendor security advisory and restart dependent services.,4.5,192.168.2.41,161,UDP,dc-192-168-2-41,
"HTTP Strict Transport Security (HSTS) not enabled on Debian 12 (Bookworm) (Tomcat 2.1.4, CVE-2021-52687). Absence of HSTS allows protocol downgrade, enabling attackers to steal session tokens or credentials. Server config at /opt/app/; port 8080/TCP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.7,192.168.1.149,80,TCP,print-192-168-1-149,CVE-2021-93441
CVE-2023-43804: Self-signed or expired TLS certificate on SUSE Linux Enterprise 15 (MbedTLS 1.3.7). Certificate expiry allows attackers to exfiltrate confidential data from the host by abusing a misconfigured SNMP community string. Cert directory: /usr/local/bin/; port 443/TCP.,"Configure Kerberos to require strong passwords (min 12 chars, complexity). Enforce account lockout after 3 failed attempts.",5.3,172.16.0.49,443,TCP,ws-172-16-0-49,CVE-2023-90427
"Outdated LibreSSL (1.1.0) detected on Ubuntu 20.04 LTS (CVE-2022-49893). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to inject malicious payloads into database queries. Port 443/TCP; config at /etc/nginx/.",Generate a new CSR and obtain a renewed certificate from s Encrypt. Update the certificate at /etc/nginx/.,8.1,172.16.1.40,993,TCP,web-172-16-1-40,CVE-2022-52753
VirtIO network driver version 3.4.5 on Windows 10 Enterprise contains a compatibility flaw (CVE-2018-31624). An unprivileged local attacker can exfiltrate confidential data from the host by exploiting weak entropy in session token generation. Affected driver binary: /opt/app/. Port: 135/TCP.,Enable DNSSEC signing for all zones. Update BIND/Unbound to version 1.1.0 and apply current security advisories.,4.2,10.0.220.29,445,TCP,db-10-0-220-29,CVE-2018-68843
"LibreSSL version 1.1.0 on Fedora 36 is affected by CVE-2022-72973. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to steal session tokens or credentials through a race condition in the kernel scheduler. Affected path: C:\Windows\System32\. Port: 8443/TCP.",Generate a new CSR and obtain a renewed certificate from Let. Update the certificate at C:\Windows\System32\.,8.0,172.16.1.63,8443,TCP,dc-172-16-1-63,CVE-2022-44362
